,Laptop Name,Processor,Ram,Orignal Price,Discounted Price,Total Reviews,Total Ratings,Avarage Rating,Image link
390,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,AMD Ryzen 5 Quad Core Processor,8,57990.0,36990.0,14.0,161.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
391,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
392,HP Pentium Quad Core,Intel Pentium Quad Core Processor,8,38500.0,37100.0,234.0,1781.0,4.2,https://rukminim1.flixcart.com/image/312/312/kctf0cw0/computer/j/n/a/hp-na-thin-and-light-laptop-original-imaftv7fxtmzhkw3.jpeg?q=70
393,acer Aspire 3 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4,59000.0,33500.0,122.0,783.0,4.2,https://rukminim1.flixcart.com/image/312/312/ko0d6kw0/computer/t/1/l/na-thin-and-light-laptop-acer-original-imag2kc4ryzkqvrt.jpeg?q=70
394,Lenovo Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,4,36181.0,26990.0,43.0,361.0,3.8,https://rukminim1.flixcart.com/image/312/312/kp4difk0/computer/i/4/8/na-notebook-lenovo-original-imag3f5ae4qtyhqs.jpeg?q=70
395,DELL Inspiron Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,49000.0,44999.0,42.0,303.0,4.0,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/2/d/3/na-thin-and-light-laptop-dell-original-imag7cst7unghqek.jpeg?q=70
396,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
397,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
398,DELL Inspiron Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,56200.0,48490.0,3.0,43.0,4.2,https://rukminim1.flixcart.com/image/312/312/kt8zb0w0/computer/n/m/v/inspiron-3511-thin-and-light-laptop-dell-original-imag6n5kbmfcgxk6.jpeg?q=70
399,DELL Inspiron 3501 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,55534.0,42090.0,0.0,4.0,4.3,https://rukminim1.flixcart.com/image/312/312/kirr24w0/computer/f/q/k/dell-na-laptop-original-imafyhm5burt5ufe.jpeg?q=70
400,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
401,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
402,Lenovo Ideapad 320 Core i3 7th Gen,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",None,0.0,38000.0,152.0,832.0,4.0,https://rukminim1.flixcart.com/image/312/312/j612c280/computer/g/7/k/lenovo-notebook-original-imaewh8zy9ac2wph.jpeg?q=70
403,Infinix X1 Slim Series Core i7 10th Gen,Intel Core i7 Processor (10th Gen),16,69999.0,49990.0,20.0,80.0,3.7,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70
404,HP Chromebook MediaTek Kompanio 500,MediaTek MediaTek Kompanio 500 Processor,4,24845.0,19990.0,642.0,5590.0,3.8,https://rukminim1.flixcart.com/image/312/312/kn3i1zk0/computer/0/c/h/na-chromebook-hp-original-imagfusg6egrsfpr.jpeg?q=70
405,DELL Vostro Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8,56126.0,48990.0,54.0,549.0,3.6,https://rukminim1.flixcart.com/image/312/312/ksyz8280/computer/b/7/0/na-thin-and-light-laptop-dell-original-imag6f5zes6jhdzk.jpeg?q=70
406,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
407,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
408,Lenovo APU Dual Core A9 A9,AMD APU Dual Core A9 Processor (7th Gen),4,0.0,22890.0,453.0,1998.0,3.8,https://rukminim1.flixcart.com/image/312/312/j62hrww0/computer/b/b/r/lenovo-notebook-original-imaewmda7a2zuzca.jpeg?q=70
409,Lenovo Yoga 510 Core i3 6th Gen,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",None,0.0,44500.0,395.0,2068.0,4.1,https://rukminim1.flixcart.com/image/312/312/j1mggi80/computer/e/j/f/lenovo-2-in-1-laptop-original-imaezzztyq6zadhj.jpeg?q=70
410,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
411,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
412,ASUS Vivobook 15 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,45990.0,42999.0,1.0,24.0,3.8,https://rukminim1.flixcart.com/image/312/312/kx25ksw0/computer/l/o/1/vivobook-laptop-asus-original-imag9hw6tcfrvq8n.jpeg?q=70
413,HP 15 Core i3 6th Gen,Intel Core i3 Processor (6th Gen),8,0.0,33996.0,1452.0,8643.0,4.2,https://rukminim1.flixcart.com/image/312/312/j6v2ky80/computer/d/a/g/hp-na-laptop-original-imaex8fhspprkq3p.jpeg?q=70
414,HP APU Quad Core A8 A8,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",None,27990.0,27825.0,1984.0,9495.0,4.0,https://rukminim1.flixcart.com/image/312/312/j1gqp3k0/computer/t/y/w/hp-notebook-original-imaerb8ymesuaqp9.jpeg?q=70
415,acer Aspire 5 Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8,65999.0,49999.0,0.0,4.0,3.5,https://rukminim1.flixcart.com/image/312/312/kw9krrk0/computer/e/z/l/aspire-5-thin-and-light-laptop-acer-original-imag8zebcpuzgu7z.jpeg?q=70
416,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
417,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
418,Lenovo Core i3 6th Gen,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",None,0.0,31049.0,373.0,1935.0,3.9,https://rukminim1.flixcart.com/image/312/312/computer/a/m/j/lenovo-notebook-original-imaeqyrfegattmwh.jpeg?q=70
419,HP 15q Core i3 7th Gen,Intel Core i3 Processor (7th Gen),4,33979.0,29390.0,471.0,3790.0,4.1,https://rukminim1.flixcart.com/image/312/312/jteoosw0/computer/h/b/r/hp-na-laptop-original-imaf9fmphwdwyzbq.jpeg?q=70
420,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
421,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
422,HP 15s Ryzen 3 Quad Core 5300U,AMD Ryzen 3 Quad Core Processor,8,50900.0,48999.0,40.0,269.0,4.3,https://rukminim1.flixcart.com/image/312/312/k7531jk0/computer/e/a/h/hp-original-imafpfs893zu5mhb.jpeg?q=70
423,acer One 10 Atom Quad Core,"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)",None,15990.0,15204.0,326.0,1509.0,3.9,https://rukminim1.flixcart.com/image/312/312/computer/n/p/r/acer-2-in-1-laptop-original-imaerc57vszt5zqe.jpeg?q=70
424,HP Ryzen 3 Dual Core,AMD Ryzen 3 Dual Core Processor,8,41610.0,33600.0,0.0,12.0,3.2,https://rukminim1.flixcart.com/image/312/312/kynb6vk0/computer/p/j/v/hp-255-g8-laptop-hp-original-imagau6m7zvaggjq.jpeg?q=70
425,Lenovo Core i3 11th Gen,Intel Core i3 Processor (11th Gen),4,39000.0,29940.0,2.0,21.0,3.6,https://rukminim1.flixcart.com/image/312/312/ksuowi80/screen-guard/tempered-glass/s/b/y/lenovo-ideapad-slim-3-2021-11th-gen-intel-core-i5-15-6-original-imag6c6j77gcv3vu.jpeg?q=70
426,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
427,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
428,Avita PURA APU Dual Core A6 9220e,AMD APU Dual Core A6 Processor,8,33490.0,26488.0,256.0,1803.0,3.7,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/computer/g/z/g/na-thin-and-light-laptop-avita-original-imag6y5qsuewhwks.jpeg?q=70
429,ASUS Chromebook Celeron Dual Core,Intel Celeron Dual Core Processor,4,22990.0,18990.0,45.0,346.0,3.6,https://rukminim1.flixcart.com/image/312/312/kwnv6a80/computer/9/c/i/-original-imag9aajekwegabt.jpeg?q=70
430,ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60990.0,42990.0,14.0,85.0,4.4,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
431,ASUS VivoBook Flip 14 Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,63990.0,45990.0,3.0,44.0,4.6,https://rukminim1.flixcart.com/image/312/312/kkyc9zk0/computer/j/z/b/na-2-in-1-laptop-asus-original-imagy6zh6zq2npfx.jpeg?q=70
432,Lenovo IdeaPad 3 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,54590.0,40990.0,335.0,2908.0,3.9,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/x/m/y/lenovo-na-laptop-original-imafuzt8r5jqppfn.jpeg?q=70
433,HP Athlon Dual Core,AMD Athlon Dual Core Processor,8,37999.0,35888.0,2.0,12.0,3.6,https://rukminim1.flixcart.com/image/312/312/l0jwbrk0/computer/e/k/r/240-g8-laptop-hp-original-imagcbgcgnqwenzx.jpeg?q=70
434,HP Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,51748.0,39999.0,0.0,13.0,3.8,https://rukminim1.flixcart.com/image/312/312/l5h2xe80/computer/e/i/d/15s-fr2511tu-thin-and-light-laptop-hp-original-imagg59a7s5kymvy.jpeg?q=70
435,acer Extensa Core i5 11th Gen,Intel Core i5 Processor (11th Gen),8,57999.0,42990.0,1.0,9.0,3.1,https://rukminim1.flixcart.com/image/312/312/l5e81ow0/computer/j/w/o/ex-215-54-thin-and-light-laptop-acer-original-imagg28wzdeny2jq.jpeg?q=70
436,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
437,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,AMD Ryzen 5 Quad Core Processor,8,57990.0,36990.0,14.0,161.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
438,HP 247 G8 Ryzen 3 Quad Core,AMD Ryzen 3 Quad Core Processor,8,40486.0,26490.0,3.0,15.0,3.7,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/h/n/hp-247-g8-notebook-pc-notebook-hp-original-imaggvxykhbfgunc.jpeg?q=70
439,Lenovo E41 APU Dual Core A6 A6,AMD APU Dual Core A6 Processor,4,29000.0,27490.0,6.0,18.0,3.1,https://rukminim1.flixcart.com/image/312/312/kpzt7680/computer/q/t/s/na-notebook-lenovo-original-imag4449atwthphq.jpeg?q=70
440,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
441,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
442,ASUS Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,46990.0,26990.0,31.0,168.0,3.3,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/y/p/-original-imagg6t9vbmd84y3.jpeg?q=70
443,HP Chromebook MediaTek Kompanio 500,MediaTek MediaTek Kompanio 500 Processor,4,24845.0,19990.0,642.0,5590.0,3.8,https://rukminim1.flixcart.com/image/312/312/kr3tj0w0/computer/x/s/i/na-chromebook-hp-original-imag4yupzwekc7eh.jpeg?q=70
444,ASUS Pentium Quad Core,Intel Pentium Quad Core Processor,4,32990.0,21990.0,720.0,5148.0,3.7,https://rukminim1.flixcart.com/image/312/312/k9d3p8w0/computer/c/a/h/asus-na-laptop-original-imafr6cbfurgkspg.jpeg?q=70
445,Lenovo Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,4,36923.0,30990.0,8.0,48.0,3.2,https://rukminim1.flixcart.com/image/312/312/ktrk13k0/computer/r/f/g/v15-ada-laptop-lenovo-original-imag7fh6fufy5cjp.jpeg?q=70
446,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
447,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
448,ASUS Pentium Quad Core,Intel Pentium Quad Core Processor,4,30990.0,21990.0,388.0,3035.0,3.7,https://rukminim1.flixcart.com/image/312/312/k9d3p8w0/computer/c/a/h/asus-na-laptop-original-imafr6cbfurgkspg.jpeg?q=70
449,ASUS Vivobook 14 Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,40990.0,32368.0,8.0,36.0,3.3,https://rukminim1.flixcart.com/image/312/312/ks4yz680/computer/q/5/z/x409fa-ek617t-thin-and-light-laptop-asus-original-imag5rwhrgjtgkyq.jpeg?q=70
450,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
451,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
452,ASUS Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,46990.0,26990.0,31.0,168.0,3.3,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/q/h/9/-original-imagg6t9zmscgfed.jpeg?q=70
453,DELL Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,59101.0,47790.0,8.0,99.0,2.9,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/s/j/p/inspiron-3511-thin-and-light-laptop-dell-original-imag7csraspfw7zj.jpeg?q=70
454,HP Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,44176.0,37990.0,1.0,7.0,2.7,https://rukminim1.flixcart.com/image/312/312/l1pc3gw0/computer/u/x/c/hp-240-notebook-hp-original-imagd7bzvn4e2mhx.jpeg?q=70
455,ASUS Celeron Dual Core,Intel Celeron Dual Core Processor,4,30990.0,22990.0,2200.0,17078.0,3.7,https://rukminim1.flixcart.com/image/312/312/k9d3p8w0/computer/c/a/h/asus-na-laptop-original-imafr6cbfurgkspg.jpeg?q=70
456,ASUS TUF Gaming F15 Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,70990.0,47990.0,100.0,1209.0,4.4,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/s/z/r/-original-imagetgzg4pgszmt.jpeg?q=70
457,ASUS VivoBook 14 (2022) Ryzen 5 Quad Core AMD R5,AMD Ryzen 5 Quad Core Processor,8,57990.0,36990.0,14.0,161.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
458,Lenovo Core i5 7th Gen,NVIDIA GeForce 940MX for High Graphics Performance,None,45000.0,40990.0,2626.0,13354.0,4.2,https://rukminim1.flixcart.com/image/312/312/jl41nrk0/computer/a/m/q/lenovo-na-laptop-original-imaexjhtzgtnucgz.jpeg?q=70
459,DELL Inspiron Ryzen 5 Quad Core 3450U,AMD Ryzen 5 Quad Core Processor,8,66161.0,48499.0,10.0,107.0,4.0,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
460,ASUS VivoBook 14 (2022) Ryzen 7 Quad Core AMD R7,AMD Ryzen 7 Quad Core Processor,16,70990.0,47990.0,29.0,270.0,4.2,https://rukminim1.flixcart.com/image/312/312/l2m78280/computer/z/e/f/-original-imagdx9szs8xz2rk.jpeg?q=70
461,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,58990.0,38990.0,6.0,72.0,4.4,https://rukminim1.flixcart.com/image/312/312/kcjexe80/computer/f/j/u/asus-original-imaftndwqbqznkju.jpeg?q=70
462,acer Chromebook Celeron Dual Core,Intel Celeron Dual Core Processor,4,27000.0,23989.0,4.0,63.0,3.4,https://rukminim1.flixcart.com/image/312/312/kfeamq80/computer/z/z/8/acer-original-imafvv7pccwhxa59.jpeg?q=70
463,ASUS ASUS Vivobook 13 Slate OLED Pentium Quad Core,Intel Pentium Quad Core Processor,4,56990.0,42990.0,0.0,5.0,2.8,https://rukminim1.flixcart.com/image/312/312/l01blow0/computer/4/p/x/-original-imagbwwwxvzbfgpy.jpeg?q=70
464,ASUS Vivobook 15 Celeron Dual Core,Intel Celeron Dual Core Processor,4,34990.0,23290.0,4.0,24.0,3.4,https://rukminim1.flixcart.com/image/312/312/kzu6efk0/computer/c/i/q/vivobook-15-x515ma-laptop-asus-original-imagbrkkprrt4ntf.jpeg?q=70
465,DELL Inspiron Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8,51574.0,37490.0,4.0,25.0,3.4,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70
466,ASUS VivoBook 15 (2022) Core i5 10th Gen,Intel Core i5 Processor (10th Gen),8,57990.0,43990.0,211.0,2408.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
467,ASUS VivoBook Ultra K15 OLED Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,62990.0,44990.0,35.0,204.0,4.4,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70
468,Lenovo Core i3 10th Gen,Intel Core i3 Processor (10th Gen),4,50613.0,44590.0,15.0,71.0,3.1,https://rukminim1.flixcart.com/image/312/312/kflftzk0/computer/p/k/3/lenovo-v14-thin-and-light-laptop-original-imafwyvcwnhxzwfz.jpeg?q=70
469,Lenovo 310 Core i5 6th Gen,Intel Core i5 Processor (6th Gen),8,0.0,44000.0,768.0,3367.0,4.2,https://rukminim1.flixcart.com/image/312/312/computer/g/f/a/lenovo-ideapad-original-imaezxn6hjabtjay.jpeg?q=70
470,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,50990.0,36999.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
471,ASUS VivoBook 15 (2022) Core i3 10th Gen,Intel Core i3 Processor (10th Gen),8,45990.0,33990.0,370.0,3600.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
472,Lenovo APU Dual Core A9 A99425,AMD APU Dual Core A9 Processor,4,0.0,26000.0,8.0,36.0,3.2,https://rukminim1.flixcart.com/image/312/312/kqjtd3k0/computer/i/s/f/na-gaming-laptop-lenovo-original-imag4jpd8dhhbxs6.jpeg?q=70
473,Avita Liber Core i5 8th Gen,Intel Core i5 Processor (8th Gen),8,76990.0,44990.0,3.0,18.0,3.3,https://rukminim1.flixcart.com/image/312/312/k30h8y80/computer/z/e/g/avita-na-thin-and-light-laptop-original-imafm7emsnzfvz3z.jpeg?q=70
474,ASUS Chromebook Celeron Dual Core,Intel Celeron Dual Core Processor,4,21990.0,19674.0,157.0,1295.0,3.5,https://rukminim1.flixcart.com/image/312/312/kr2e3680/computer/6/c/b/na-thin-and-light-laptop-asus-original-imag4yykqxyhb7h3.jpeg?q=70
475,DELL Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,56700.0,47500.0,0.0,8.0,3.3,https://rukminim1.flixcart.com/image/312/312/l4x2rgw0/computer/m/n/n/vostro-3420-notebook-dell-original-imagfpq37h38xebf.jpeg?q=70
476,ASUS Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,50990.0,33990.0,118.0,863.0,4.3,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70
477,ASUS Vivobook 15 Touch Core i3 11th Gen,Intel Core i3 Processor (11th Gen),8,60990.0,42990.0,14.0,85.0,4.4,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/3/c/s/-original-imagf35fjbjagyax.jpeg?q=70
478,HP APU Pro A4,AMD APU Pro A4 Processor,4,27668.0,18500.0,8.0,82.0,3.2,https://rukminim1.flixcart.com/image/312/312/l3vxbbk0/computer/8/h/o/chromebook-14a-chromebook-hp-original-imagewmdwafnrwzw.jpeg?q=70
479,HP 15s Ryzen 3 Dual Core 3250U,AMD Ryzen 3 Dual Core Processor,8,43990.0,38500.0,924.0,7456.0,4.1,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/z/u/5/hp-original-imafzgdgcbtxvjka.jpeg?q=70
